subject,activity,dataset,set,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
uci_subject_24,lying,UCI_HAR,test,0.29106351,-0.015776554,-0.11339359,-0.98158046,-0.99468529,-0.98248074,-0.98183721,-0.9938029,-0.98068589,-0.91674584
uci_subject_24,lying,UCI_HAR,test,0.25742269,-0.018902842,-0.10462217,-0.99407169,-0.98518074,-0.98703879,-0.99543872,-0.98686205,-0.98940478,-0.94614963
uci_subject_24,lying,UCI_HAR,test,0.27246605,-0.02046244,-0.10290162,-0.98371818,-0.97584798,-0.96603735,-0.98469282,-0.97866264,-0.97058368,-0.92820271
uci_subject_24,lying,UCI_HAR,test,0.28081402,-0.019014853,-0.10023629,-0.98515368,-0.9788666,-0.96568133,-0.98559763,-0.98073433,-0.96774592,-0.92820271
uci_subject_24,lying,UCI_HAR,test,0.26679666,-0.018683215,-0.10114222,-0.9908738,-0.98900112,-0.98725473,-0.99165911,-0.98785924,-0.98542987,-0.93662374
uci_subject_24,lying,UCI_HAR,test,0.27309402,-0.018716085,-0.10698157,-0.98980778,-0.99220054,-0.98556949,-0.99011246,-0.99106225,-0.9863786,-0.93514484
uci_subject_24,lying,UCI_HAR,test,0.27857015,-0.017325247,-0.11002183,-0.98771302,-0.98632581,-0.98057153,-0.98763103,-0.98769719,-0.98107146,-0.93392578
uci_subject_24,lying,UCI_HAR,test,0.26665276,-0.018790683,-0.10360338,-0.98623935,-0.98445134,-0.98317963,-0.98674016,-0.98577657,-0.98336529,-0.92919429
uci_subject_24,lying,UCI_HAR,test,0.28084483,-0.018121618,-0.10718403,-0.98219455,-0.98834301,-0.98621771,-0.98252013,-0.9881102,-0.98597025,-0.92823221
uci_subject_24,lying,UCI_HAR,test,0.28858722,-0.015632184,-0.113756,-0.98352084,-0.9872828,-0.99054162,-0.98414297,-0.98757088,-0.99112712,-0.92760421
uci_subject_24,lying,UCI_HAR,test,0.25987765,-0.018915007,-0.10591523,-0.9857029,-0.97953389,-0.98373443,-0.98815621,-0.98317936,-0.98489237,-0.92760421
uci_subject_24,lying,UCI_HAR,test,0.27911274,-0.018416039,-0.10508099,-0.98137527,-0.98308518,-0.98172473,-0.98134164,-0.98742555,-0.98215125,-0.9316592
uci_subject_24,lying,UCI_HAR,test,0.28104885,-0.016769113,-0.10519182,-0.98169698,-0.99104669,-0.98214044,-0.98128448,-0.99042992,-0.98153664,-0.9316592
uci_subject_24,walking,UCI_HAR,test,0.28451404,-0.055476156,-0.11254679,-0.55905373,-0.30458666,-0.3588131,-0.57154066,-0.33242802,-0.38127096,-0.49988208
uci_subject_24,walking,UCI_HAR,test,0.28314796,-0.014131953,-0.099962629,-0.53164127,-0.22202812,-0.36109638,-0.5533522,-0.2729115,-0.39073512,-0.36321098
uci_subject_24,walking,UCI_HAR,test,0.28005021,-0.015841577,-0.10996282,-0.50186749,-0.20458967,-0.27467757,-0.5203229,-0.24150752,-0.31291767,-0.36321098
uci_subject_24,walking,UCI_HAR,test,0.24710093,-0.022698054,-0.10700187,-0.47363532,-0.22163523,-0.26338988,-0.49233783,-0.26718462,-0.27858526,-0.3449743
uci_subject_24,walking,UCI_HAR,test,0.22696275,-0.012322138,-0.072292705,-0.48677135,-0.22513064,-0.31514637,-0.49599493,-0.28836674,-0.30867342,-0.3449743
uci_subject_24,walking,UCI_HAR,test,0.25906729,-0.024949996,-0.087229066,-0.50396888,-0.2013058,-0.33204529,-0.50205697,-0.27524562,-0.33000575,-0.4473609
uci_subject_24,walking,UCI_HAR,test,0.27367928,-0.022634427,-0.10154157,-0.48669763,-0.16944948,-0.28908336,-0.4978773,-0.2353634,-0.32542773,-0.43412772
uci_subject_24,walking,UCI_HAR,test,0.27546664,-0.023563464,-0.12938983,-0.46178834,-0.20962574,-0.2588884,-0.48235261,-0.23779487,-0.31747052,-0.40445859
uci_subject_24,walking,UCI_HAR,test,0.28213131,-0.023949982,-0.12911913,-0.46427255,-0.24200456,-0.26170155,-0.48590078,-0.28303138,-0.30582982,-0.40445859
uci_subject_24,walking,UCI_HAR,test,0.30865971,-0.0075759777,-0.080628069,-0.44418466,-0.17910985,-0.24072204,-0.47040763,-0.26138021,-0.26716014,-0.34893423
uci_subject_24,walking,UCI_HAR,test,0.34925912,-0.0077039484,-0.054835065,-0.40056989,-0.1279395,-0.30547204,-0.41303027,-0.19581445,-0.32639857,-0.34893423
uci_subject_24,walking,UCI_HAR,test,0.30909046,-0.01596666,-0.10208432,-0.39547536,-0.11659071,-0.28818709,-0.40211074,-0.14439443,-0.30778167,-0.34116986
uci_subject_24,walking,UCI_HAR,test,0.26653921,-0.040474834,-0.1767661,-0.40239132,-0.099608363,-0.22908374,-0.42724487,-0.13764369,-0.22542513,-0.34116986
uci_subject_24,walking,UCI_HAR,test,0.25512329,-0.034133103,-0.13856289,-0.40069145,-0.094358693,-0.20955783,-0.41825616,-0.16107117,-0.18665306,-0.39587378
uci_subject_24,walking,UCI_HAR,test,0.25282349,-0.049342139,-0.17497902,-0.48722765,-0.1109864,-0.30553592,-0.48898016,-0.166846,-0.29911092,-0.51309993
uci_subject_24,walking,UCI_HAR,test,0.30053212,-0.012101104,-0.095370996,-0.46252049,-0.15544001,-0.291457,-0.46906009,-0.2403859,-0.28684464,-0.45568321
uci_subject_24,walking,UCI_HAR,test,0.33608034,0.0035882027,-0.11968436,-0.46273756,-0.14733732,-0.31409618,-0.46715423,-0.23150857,-0.31036802,-0.45568321
uci_subject_24,walking,UCI_HAR,test,0.32464045,-0.010740431,-0.14522202,-0.47636556,-0.20984368,-0.32258766,-0.49271825,-0.27404861,-0.31398197,-0.39590297
uci_subject_24,walking,UCI_HAR,test,0.28635523,-0.035174482,-0.14059403,-0.47059354,-0.1618592,-0.27034432,-0.49016118,-0.21326801,-0.2648951,-0.39590297
uci_subject_24,walking,UCI_HAR,test,0.28909427,-0.031074274,-0.1067023,-0.47929748,-0.13329996,-0.2637061,-0.48360208,-0.17326391,-0.24699716,-0.45830374
uci_subject_24,walking,UCI_HAR,test,0.23978787,-0.0059169622,-0.098996957,-0.43702258,-0.23689241,-0.28903482,-0.4423353,-0.26785094,-0.27498218,-0.47068855
uci_subject_24,walking,UCI_HAR,test,0.1859431,-0.021964167,-0.08047805,-0.42385505,-0.14331935,-0.31830845,-0.41989499,-0.19780272,-0.30966438,-0.47068855
uci_subject_24,walking,UCI_HAR,test,0.25736029,-0.027208923,-0.06916081,-0.44002529,-0.12710912,-0.32855671,-0.4315014,-0.18393553,-0.30905103,-0.4683372
uci_subject_24,walking,UCI_HAR,test,0.3467807,-0.0039090904,-0.10191714,-0.4257502,-0.13968115,-0.27029815,-0.42882958,-0.18619589,-0.25027408,-0.46063354
uci_subject_24,walking,UCI_HAR,test,0.32803082,-0.040729817,-0.12420669,-0.41071347,-0.0064214085,-0.25581516,-0.40894265,-0.051777731,-0.24662614,-0.4322067
uci_subject_24,walking,UCI_HAR,test,0.2803088,-0.059779144,-0.10271848,-0.39743168,-0.040040762,-0.28666433,-0.39823205,-0.063685487,-0.27007956,-0.4322067
uci_subject_24,walking,UCI_HAR,test,0.22799127,-0.01241469,-0.11969645,-0.39687253,-0.15460925,-0.26867822,-0.40386064,-0.16883438,-0.23827232,-0.44555393
uci_subject_24,walking,UCI_HAR,test,0.23084416,-0.0070828323,-0.15984569,-0.42620345,-0.11520317,-0.2437107,-0.43726417,-0.21391879,-0.23302542,-0.3566655
uci_subject_24,climbing_down,UCI_HAR,test,0.38630663,-0.045587684,-0.09402596,-0.018466773,-0.25239475,-0.16560867,-0.065058747,-0.30356332,-0.20091535,0.39691387
uci_subject_24,climbing_down,UCI_HAR,test,0.26156848,-0.0065645739,-0.11174428,0.0028014032,-0.29091443,-0.053564304,-0.058952727,-0.36707224,-0.094957653,0.39691387
uci_subject_24,climbing_down,UCI_HAR,test,0.24799049,-0.010159913,-0.095167333,-0.022710205,-0.1623616,-0.13159209,-0.074271148,-0.28555127,-0.15887386,0.28286696
uci_subject_24,climbing_down,UCI_HAR,test,0.28425235,-0.02281155,-0.13818918,-0.04741689,-0.053903692,-0.19177533,-0.094336429,-0.19495992,-0.23369195,0.26870777
uci_subject_24,climbing_down,UCI_HAR,test,0.21300579,-0.0014152173,-0.11878905,-0.025776767,-0.058974758,-0.16866281,-0.06328177,-0.19084127,-0.24475798,0.11397404
uci_subject_24,climbing_down,UCI_HAR,test,0.3707181,-0.027096679,-0.092485526,0.14504778,-0.14611282,-0.013969962,0.088613659,-0.16012183,-0.022086079,0.43476621
uci_subject_24,climbing_down,UCI_HAR,test,0.29391087,0.027123789,-0.10746033,0.026826672,-0.22561515,-0.12609872,-0.027171155,-0.26784952,-0.14745553,0.43476621
uci_subject_24,climbing_down,UCI_HAR,test,0.41315322,-0.0089678106,-0.06465278,-0.10282636,-0.29902925,-0.31445119,-0.13610979,-0.36169205,-0.33112015,0.34794346
uci_subject_24,climbing_down,UCI_HAR,test,0.33284026,-0.0086759742,-0.098382986,-0.066519104,-0.2333675,-0.1618422,-0.10244656,-0.28439782,-0.20431161,0.34794346
uci_subject_24,climbing_down,UCI_HAR,test,0.13786712,-0.019364783,-0.096498879,-0.16468245,-0.13727442,-0.25135216,-0.28718705,-0.18727927,-0.31350839,0.36241064
uci_subject_24,climbing_down,UCI_HAR,test,0.19815462,-0.016672574,-0.12416019,-0.23311553,0.0015057966,-0.33875509,-0.34587079,-0.075831143,-0.39596039,0.36241064
uci_subject_24,climbing_down,UCI_HAR,test,0.33127612,-0.013100098,-0.12212301,-0.11983169,0.0073221176,-0.15401101,-0.16843866,-0.10258086,-0.21150688,0.37142898
uci_subject_24,climbing_down,UCI_HAR,test,0.36416424,0.012940496,-0.15430603,-0.016620709,0.067345335,0.15654878,-0.081920094,-0.069539072,0.055654184,0.5939144
uci_subject_24,climbing_down,UCI_HAR,test,0.18360052,-0.0034791156,-0.10857275,-0.15918492,0.01579454,0.16360363,-0.28962595,-0.095104927,0.081055325,0.5939144
uci_subject_24,climbing_down,UCI_HAR,test,0.13735329,-0.012811615,-0.05970202,-0.18292169,-0.25862926,-0.19399212,-0.2902858,-0.33167695,-0.22358032,0.25891031
uci_subject_24,climbing_down,UCI_HAR,test,0.36902322,-0.0069064319,-0.090089575,-0.058894255,-0.30700844,-0.29081121,-0.098441523,-0.37753613,-0.30791064,0.33235075
uci_subject_24,climbing_down,UCI_HAR,test,0.36166813,-0.019976839,-0.073652662,-0.11456144,-0.24829972,-0.11978166,-0.15664286,-0.30761949,-0.15741864,0.33235075
uci_subject_24,climbing_down,UCI_HAR,test,0.38832165,-0.058132397,-0.060652654,-0.079918765,-0.22097041,-0.31305411,-0.15830133,-0.25529369,-0.35305566,0.52020445
uci_subject_24,climbing_down,UCI_HAR,test,0.21872216,-0.0076696542,-0.076432603,-0.0052387029,-0.23338379,-0.30124524,-0.10686438,-0.2802146,-0.34570414,0.52020445
uci_subject_24,climbing_down,UCI_HAR,test,0.18230735,0.060194711,-0.04509548,-0.18901832,-0.11906608,-0.34013306,-0.28429752,-0.20213694,-0.39296158,0.25337116
uci_subject_24,climbing_down,UCI_HAR,test,0.33454994,-0.018272939,-0.11345601,-0.29186398,0.017716783,-0.27787597,-0.3559555,-0.04354878,-0.35499451,0.077831022
uci_subject_24,climbing_down,UCI_HAR,test,0.36104839,-0.077325502,-0.15232132,-0.1181999,-0.10498381,-0.24398079,-0.19880497,-0.1411191,-0.2878021,0.44042862
uci_subject_24,climbing_down,UCI_HAR,test,0.29165981,0.015270374,-0.14131096,-0.01026463,-0.099376862,-0.095912716,-0.068786182,-0.15157785,-0.14011927,0.44042862
uci_subject_24,climbing_down,UCI_HAR,test,0.31620816,-0.011571475,-0.14907213,-0.040050309,-0.025257985,-0.097684903,-0.10976443,-0.14122915,-0.14602574,0.47830834
uci_subject_24,climbing_down,UCI_HAR,test,0.25229545,-0.024529343,-0.070789292,-0.056941666,-0.077818487,-0.085443971,-0.12113958,-0.18697032,-0.1299733,0.47830834
uci_subject_24,climbing_down,UCI_HAR,test,0.28672826,-0.019878522,-0.068538789,-0.093153153,-0.19322245,-0.094725571,-0.12654291,-0.23522219,-0.11149103,0.13582092
uci_subject_24,climbing_down,UCI_HAR,test,0.3283395,-0.027502522,-0.12172104,-0.08446998,-0.23347303,-0.25587533,-0.11868812,-0.24330449,-0.26495629,0.1843613
uci_subject_24,climbing_up,UCI_HAR,test,0.22988779,-0.05489445,-0.26446139,-0.29933411,-0.075804367,-0.26461295,-0.35049398,-0.10989023,-0.29211651,-0.2013082
uci_subject_24,climbing_up,UCI_HAR,test,0.29792847,-0.037217102,-0.13584213,-0.30864859,-0.10274479,-0.31206385,-0.36980868,-0.12258833,-0.32244161,-0.13744485
uci_subject_24,climbing_up,UCI_HAR,test,0.20695078,-0.042436614,-0.077759212,-0.38724674,-0.11467235,-0.3624576,-0.45994497,-0.121994,-0.37199693,-0.13744485
uci_subject_24,climbing_up,UCI_HAR,test,0.17297289,-0.068800822,-0.070328855,-0.40224256,-0.18274037,-0.38263846,-0.45938247,-0.22328432,-0.38571702,-0.20292794
uci_subject_24,climbing_up,UCI_HAR,test,0.34122299,-0.037940837,-0.10105122,-0.36280634,-0.10243231,-0.29839851,-0.40605594,-0.141608,-0.32130896,-0.20292794
uci_subject_24,climbing_up,UCI_HAR,test,0.34924134,-0.0096152577,-0.10861381,-0.38153587,-0.020774639,-0.26531863,-0.41275449,-0.035759447,-0.29858888,-0.27766714
uci_subject_24,climbing_up,UCI_HAR,test,0.26230284,0.0059271721,-0.11483748,-0.3628877,-0.077136266,-0.27198507,-0.39453961,-0.12137278,-0.29767555,-0.20222533
uci_subject_24,climbing_up,UCI_HAR,test,0.24336937,0.051278363,-0.082250077,-0.31413791,-0.11143313,-0.29161096,-0.39408281,-0.16981159,-0.32772839,-0.024412366
uci_subject_24,climbing_up,UCI_HAR,test,0.25288267,0.015901455,-0.11949209,-0.25562359,-0.12918848,-0.24539996,-0.35160454,-0.15524525,-0.30554857,-0.024412366
uci_subject_24,climbing_up,UCI_HAR,test,0.27438106,-0.13095093,-0.12016743,-0.35463628,-0.11579793,-0.24322648,-0.41392793,-0.13763169,-0.26792891,-0.20982733
uci_subject_24,climbing_up,UCI_HAR,test,0.27170738,-0.043341131,-0.085918106,-0.34428585,-0.17985045,-0.35008961,-0.411934,-0.15937356,-0.3496241,-0.15443861
uci_subject_24,climbing_up,UCI_HAR,test,0.18768,0.025505334,-0.11174471,-0.38394098,-0.21283939,-0.32452612,-0.46550883,-0.20137206,-0.3287941,-0.15443861
uci_subject_24,climbing_up,UCI_HAR,test,0.26215272,0.0032359481,-0.19094615,-0.41468357,-0.061561251,-0.36311119,-0.48538955,-0.082249955,-0.40503035,-0.093690404
uci_subject_24,climbing_up,UCI_HAR,test,0.42055911,-0.001389149,-0.12965097,-0.36909707,-0.037925134,-0.33491144,-0.41182292,-0.047133946,-0.36949015,-0.093690404
uci_subject_24,climbing_up,UCI_HAR,test,0.20050135,0.0089307998,-0.03780618,-0.40364294,-0.15956608,-0.37416264,-0.46715542,-0.17165009,-0.40457369,-0.15978012
uci_subject_24,climbing_up,UCI_HAR,test,0.1694432,-0.072335997,-0.090225675,-0.40533107,-0.1337344,-0.32694838,-0.47492884,-0.12411189,-0.37851997,-0.18246377
uci_subject_24,climbing_up,UCI_HAR,test,0.3464987,-0.0719426,-0.098888592,-0.35201696,-0.19417058,-0.25798235,-0.41115936,-0.17067081,-0.30423617,-0.16846306
uci_subject_24,climbing_up,UCI_HAR,test,0.34758747,0.0071267287,-0.12882094,-0.36168214,-0.1655929,-0.23348113,-0.40802199,-0.17585331,-0.3047836,-0.16846306
uci_subject_24,climbing_up,UCI_HAR,test,0.29246852,0.0041337181,-0.13566923,-0.31150559,-0.10449366,-0.16320599,-0.35601225,-0.16651878,-0.21582063,-0.077019993
uci_subject_24,climbing_up,UCI_HAR,test,0.26532613,-0.14891237,-0.11554185,-0.3605681,-0.22854659,-0.21314553,-0.4039623,-0.2400089,-0.22542077,-0.10836369
uci_subject_24,climbing_up,UCI_HAR,test,0.27845826,-0.02225683,-0.13747703,-0.29717575,-0.22292444,-0.25804054,-0.35966041,-0.24088121,-0.31619499,-0.074448122
uci_subject_24,climbing_up,UCI_HAR,test,0.27701775,-0.00065544296,-0.10078345,-0.27868748,-0.21774249,-0.31837245,-0.34633316,-0.21484609,-0.38258983,-0.074448122
uci_subject_24,climbing_up,UCI_HAR,test,0.25389161,-0.0065802649,-0.12821763,-0.37878299,-0.08125005,-0.38964359,-0.44320548,-0.077341465,-0.41783785,-0.133757
uci_subject_24,climbing_up,UCI_HAR,test,0.30166927,0.009398182,-0.16399033,-0.40594777,-0.03479152,-0.13770861,-0.45487559,-0.074285014,-0.21158075,-0.22181185
uci_subject_24,climbing_up,UCI_HAR,test,0.22051034,-0.0036994437,-0.10120445,-0.38498651,-0.055060834,-0.13562676,-0.46036617,-0.10272589,-0.21243963,-0.10454876
uci_subject_24,climbing_up,UCI_HAR,test,0.17056846,-0.084777283,-0.081585064,-0.38693142,-0.10207875,-0.26962202,-0.47756781,-0.12150725,-0.33726513,-0.087062058
uci_subject_24,climbing_up,UCI_HAR,test,0.30422198,-0.059180631,-0.085130272,-0.36045246,-0.070228191,-0.15613984,-0.41639124,-0.12481218,-0.21215981,-0.087062058
uci_subject_24,climbing_up,UCI_HAR,test,0.35907448,0.01153242,-0.098519661,-0.3736606,-0.05783247,-0.25300526,-0.42138464,-0.089618797,-0.30050414,-0.11902478
uci_subject_24,climbing_up,UCI_HAR,test,0.30522513,-0.013345331,-0.11115092,-0.37039164,-0.11870176,-0.30740403,-0.42791925,-0.1498959,-0.35609818,-0.15302441
uci_subject_24,standing,UCI_HAR,test,0.28742776,-0.033057194,-0.24861084,-0.95339991,-0.89211201,-0.77652544,-0.95587782,-0.89643195,-0.77593534,-0.88446948
uci_subject_24,standing,UCI_HAR,test,0.27663295,-0.038558951,-0.17543729,-0.96967091,-0.9166402,-0.80487146,-0.97501032,-0.92450188,-0.78862107,-0.89807128
uci_subject_24,standing,UCI_HAR,test,0.27014137,-0.021613023,-0.15951983,-0.96443935,-0.84334781,-0.81714506,-0.97494749,-0.85762261,-0.82222762,-0.87139455
uci_subject_24,standing,UCI_HAR,test,0.27827917,-0.0055893226,-0.14771308,-0.96467692,-0.82241245,-0.78466751,-0.97378344,-0.8379244,-0.78700223,-0.87139455
uci_subject_24,standing,UCI_HAR,test,0.28245414,-0.019320051,-0.050365879,-0.98924872,-0.86905922,-0.9125951,-0.99159276,-0.87985856,-0.91548818,-0.91891433
uci_subject_24,standing,UCI_HAR,test,0.28163039,-0.012995335,-0.082663678,-0.99358439,-0.92441377,-0.9166435,-0.99489717,-0.91970198,-0.9107418,-0.935388
uci_subject_24,standing,UCI_HAR,test,0.28092361,-0.0053526783,-0.12441336,-0.99499219,-0.95052927,-0.96581217,-0.99614937,-0.94723102,-0.96182579,-0.935388
uci_subject_24,standing,UCI_HAR,test,0.28060537,-0.0069568288,-0.10019258,-0.99673869,-0.9644839,-0.95194552,-0.99723944,-0.96285284,-0.95073664,-0.9385236
uci_subject_24,standing,UCI_HAR,test,0.28036619,-0.0064900036,-0.095187304,-0.99623649,-0.96803905,-0.95789704,-0.99643805,-0.9673243,-0.95493907,-0.9385236
uci_subject_24,standing,UCI_HAR,test,0.27788663,-0.018034788,-0.10597187,-0.99645947,-0.95764575,-0.97306768,-0.99666216,-0.95612922,-0.97005123,-0.93990359
uci_subject_24,standing,UCI_HAR,test,0.27476973,-0.025812459,-0.1187935,-0.99269872,-0.94236516,-0.95589007,-0.99362879,-0.94542318,-0.95428765,-0.93919081
uci_subject_24,standing,UCI_HAR,test,0.27312178,-0.021159148,-0.14231419,-0.99137474,-0.92621228,-0.9658763,-0.99227008,-0.92220669,-0.96536022,-0.93919081
uci_subject_24,standing,UCI_HAR,test,0.26978972,-0.038869138,-0.11958933,-0.99424953,-0.92104996,-0.95739788,-0.99501316,-0.91487092,-0.95061104,-0.93925182
uci_subject_24,standing,UCI_HAR,test,0.27199428,-0.048332968,-0.096970675,-0.99550077,-0.95797386,-0.99069449,-0.99593466,-0.95545,-0.99031017,-0.94181247
uci_subject_24,standing,UCI_HAR,test,0.28068314,-0.011278885,-0.10040415,-0.99424395,-0.92410767,-0.9865191,-0.99525409,-0.91526896,-0.98679071,-0.93651101
uci_subject_24,standing,UCI_HAR,test,0.28035995,4.8988552e-05,-0.09922346,-0.9938819,-0.94948024,-0.98441,-0.99498612,-0.94693731,-0.98457219,-0.93651101
uci_subject_24,standing,UCI_HAR,test,0.27980721,-0.0042236846,-0.089609484,-0.9824334,-0.9085168,-0.93689525,-0.98846933,-0.90414087,-0.94047892,-0.90866944
uci_subject_24,standing,UCI_HAR,test,0.28135165,0.0039864804,-0.11898311,-0.98228796,-0.912618,-0.90885192,-0.98822322,-0.91329313,-0.90616943,-0.90866944
uci_subject_24,standing,UCI_HAR,test,0.28364159,-0.0069924454,-0.12977814,-0.99415188,-0.95456186,-0.95184402,-0.99532114,-0.95598859,-0.94493401,-0.93407633
uci_subject_24,standing,UCI_HAR,test,0.42681876,0.061129977,0.092335942,-0.9304311,-0.79125866,-0.57663767,-0.929384,-0.76446797,-0.51527568,-0.8244995
uci_subject_24,standing,UCI_HAR,test,0.30104263,0.00064742684,-0.13796227,-0.96021438,-0.88160289,-0.84620768,-0.96422847,-0.89298503,-0.85399593,-0.87448317
uci_subject_24,standing,UCI_HAR,test,0.27091819,-0.0096216311,-0.11962999,-0.98776634,-0.9592369,-0.91609718,-0.98802666,-0.95993922,-0.90883323,-0.93537497
uci_subject_24,standing,UCI_HAR,test,0.28536067,-0.0030099598,-0.073450362,-0.99230619,-0.95840387,-0.98313811,-0.99411801,-0.96014473,-0.98218672,-0.93537497
uci_subject_24,standing,UCI_HAR,test,0.28018713,-0.020511452,-0.10036764,-0.99344063,-0.94503062,-0.94721522,-0.9937775,-0.94402921,-0.94195574,-0.93872926
uci_subject_24,standing,UCI_HAR,test,0.27015024,-0.031852739,-0.13638338,-0.99482183,-0.98578853,-0.98070939,-0.99530727,-0.98589054,-0.98472912,-0.93979258
uci_subject_24,standing,UCI_HAR,test,0.27071175,-0.02207708,-0.1346265,-0.99601028,-0.97628293,-0.98632105,-0.9961767,-0.97484604,-0.98774898,-0.94457752
uci_subject_24,standing,UCI_HAR,test,0.27624666,-0.012141554,-0.11001046,-0.9954555,-0.98157563,-0.9715073,-0.9963461,-0.98050728,-0.96764228,-0.93927907
uci_subject_24,standing,UCI_HAR,test,0.27742411,-0.021699511,-0.10610254,-0.99499579,-0.96707034,-0.9707768,-0.99612614,-0.96146254,-0.96843551,-0.93927907
uci_subject_24,standing,UCI_HAR,test,0.27937984,-0.021445142,-0.098306865,-0.9911967,-0.96031616,-0.94093427,-0.99343093,-0.95647844,-0.93804677,-0.92332103
uci_subject_24,standing,UCI_HAR,test,0.28360029,-0.013272726,-0.076310819,-0.99203644,-0.96940397,-0.95106606,-0.99399976,-0.97169483,-0.94869534,-0.92332103
uci_subject_24,standing,UCI_HAR,test,0.27616549,-0.028196491,-0.11052294,-0.99457173,-0.96246692,-0.94024833,-0.99503028,-0.95805748,-0.93713008,-0.9409587
uci_subject_24,standing,UCI_HAR,test,0.26725016,-0.027343921,-0.14008386,-0.99339821,-0.9610705,-0.97965714,-0.99435431,-0.95839818,-0.97844293,-0.93964346
uci_subject_24,standing,UCI_HAR,test,0.27358556,-0.012829062,-0.12409573,-0.99249953,-0.97823513,-0.98138311,-0.99318573,-0.97755285,-0.98036223,-0.93964346
uci_subject_24,standing,UCI_HAR,test,0.28365263,-0.0073163168,-0.099825925,-0.99370142,-0.97476464,-0.97971379,-0.99496797,-0.97965854,-0.97876277,-0.93166795
uci_subject_24,standing,UCI_HAR,test,0.28394898,-0.0028083072,-0.095829638,-0.9937683,-0.96769024,-0.97137585,-0.99520715,-0.9672081,-0.9704871,-0.93166795
uci_subject_24,standing,UCI_HAR,test,0.27206362,-0.015950751,-0.11827254,-0.98952579,-0.95234073,-0.96032244,-0.9922834,-0.94700646,-0.95854289,-0.9364129
uci_subject_24,sitting,UCI_HAR,test,0.26237074,-0.019756056,-0.095097657,-0.94145944,-0.78265982,-0.67715826,-0.94606499,-0.78474399,-0.66118006,-0.86631577
uci_subject_24,sitting,UCI_HAR,test,0.23546273,0.0075639812,-0.038383198,-0.97838951,-0.92726611,-0.87962915,-0.97903687,-0.92377979,-0.86456648,-0.93946025
uci_subject_24,sitting,UCI_HAR,test,0.27851973,-0.015549377,-0.11673065,-0.98756587,-0.96065797,-0.94508116,-0.98911218,-0.96018027,-0.94626198,-0.93441165
uci_subject_24,sitting,UCI_HAR,test,0.28773234,-0.020568619,-0.12101909,-0.99451119,-0.98140764,-0.97357619,-0.99504075,-0.98203256,-0.97219399,-0.93441165
uci_subject_24,sitting,UCI_HAR,test,0.27551036,-0.016606426,-0.10594907,-0.99392435,-0.98685766,-0.98974309,-0.99437187,-0.98668284,-0.98876682,-0.93932722
uci_subject_24,sitting,UCI_HAR,test,0.27115142,-0.015648936,-0.1018036,-0.99464059,-0.98669555,-0.98996834,-0.9954286,-0.98676764,-0.98943068,-0.93932722
uci_subject_24,sitting,UCI_HAR,test,0.27304611,-0.015593674,-0.097905978,-0.99534688,-0.98560244,-0.98839311,-0.9958122,-0.98517347,-0.98835703,-0.94005017
uci_subject_24,sitting,UCI_HAR,test,0.27573907,-0.01574753,-0.10488069,-0.99592539,-0.98533456,-0.98092122,-0.99653404,-0.9846933,-0.98116353,-0.94248161
uci_subject_24,sitting,UCI_HAR,test,0.28259433,-0.018429232,-0.11446323,-0.99633657,-0.98706132,-0.97921143,-0.99679745,-0.98594939,-0.98025809,-0.93608132
uci_subject_24,sitting,UCI_HAR,test,0.27663116,-0.016829065,-0.10687839,-0.99529454,-0.98817862,-0.97719303,-0.9961984,-0.98751087,-0.97720425,-0.93608132
uci_subject_24,sitting,UCI_HAR,test,0.27299592,-0.015188389,-0.10613938,-0.99569981,-0.98820831,-0.98136257,-0.99623438,-0.98778416,-0.97956785,-0.94466951
uci_subject_24,sitting,UCI_HAR,test,0.26822482,-0.012501783,-0.098096099,-0.99242738,-0.97849239,-0.9746703,-0.99280351,-0.9781123,-0.97232779,-0.93945892
uci_subject_24,sitting,UCI_HAR,test,0.27182211,-0.014733648,-0.10152136,-0.9911448,-0.97552581,-0.96903022,-0.99145416,-0.97569574,-0.96523132,-0.93740725
uci_subject_24,sitting,UCI_HAR,test,0.27849608,-0.017114644,-0.11074153,-0.9949426,-0.98513864,-0.97979572,-0.99524292,-0.98439646,-0.97934063,-0.93740725
uci_subject_24,sitting,UCI_HAR,test,0.19793865,0.12323022,-0.063880466,-0.94581551,-0.62379676,-0.83660579,-0.94422325,-0.61048267,-0.81016632,-0.93609428
uci_subject_24,sitting,UCI_HAR,test,0.28448077,-0.0008997056,-0.12706174,-0.98240415,-0.85559459,-0.94021745,-0.98460521,-0.87269934,-0.93556818,-0.92934864
uci_subject_24,sitting,UCI_HAR,test,0.28142193,-0.025568601,-0.083224881,-0.99011205,-0.93367535,-0.95733121,-0.99084255,-0.93384996,-0.9518931,-0.92934864
uci_subject_24,sitting,UCI_HAR,test,0.28032894,-0.030612201,-0.088339836,-0.992356,-0.94290284,-0.95800181,-0.99311988,-0.95110772,-0.95231053,-0.93681165
uci_subject_24,sitting,UCI_HAR,test,0.28096951,-0.024104681,-0.10228951,-0.99300306,-0.96304815,-0.97325791,-0.99375298,-0.96855025,-0.97624658,-0.93681165
uci_subject_24,sitting,UCI_HAR,test,0.28397995,-0.043348097,-0.10001059,-0.99088631,-0.91648777,-0.97049129,-0.99187529,-0.90571183,-0.97465351,-0.93334107
